ID,Name,Temperature,Rainfall,Spawn Chance,Root Height,Height Variation,Types,Class
7317,null,null,null,null
7318,null,null,null,null
7319,null,null,null,null
7320,null,null,null,null
7321,null,null,null,null
7322,null,null,null,null
7323,null,null,null,null
7324,null,null,null,null
7325,null,null,null,null
7326,null,null,null,null
7327,null,null,null,null
7328,null,null,null,null
7329,null,null,null,null
7330,null,null,null,null
7331,null,null,null,null
7332,null,null,null,null
7333,null,null,null,null
7334,null,null,null,null
7335,null,null,null,null
7336,null,null,null,null
7337,null,null,null,null
7338,null,null,null,null
7339,null,null,null,null
7340,null,null,null,null
7341,null,null,null,null
7342,null,null,null,null
7343,null,null,null,null
7344,null,null,null,null
7345,null,null,null,null
7346,null,null,null,null
7347,null,null,null,null
7348,null,null,null,null
7349,null,null,null,null
7350,null,null,null,null
7351,null,null,null,null
7352,null,null,null,null
7353,null,null,null,null
7354,null,null,null,null
7355,null,null,null,null
7356,null,null,null,null
7357,null,null,null,null
7358,null,null,null,null
7359,null,null,null,null
7360,null,null,null,null
7361,null,null,null,null
7362,null,null,null,null
7363,null,null,null,null
7364,null,null,null,null
7365,null,null,null,null
7366,null,null,null,null
7367,null,null,null,null
7368,null,null,null,null
7369,null,null,null,null
7370,null,null,null,null
7371,null,null,null,null
7372,null,null,null,null
7373,null,null,null,null
7374,null,null,null,null
7375,null,null,null,null
7376,null,null,null,null
7377,null,null,null,null
7378,null,null,null,null
7379,null,null,null,null
7380,null,null,null,null
7381,null,null,null,null
7382,null,null,null,null
7383,null,null,null,null
7384,null,null,null,null
7385,null,null,null,null
7386,null,null,null,null
7387,null,null,null,null
7388,null,null,null,null
7389,null,null,null,null
7390,null,null,null,null
7391,null,null,null,null
7392,null,null,null,null
7393,null,null,null,null
7394,null,null,null,null
7395,null,null,null,null
7396,null,null,null,null
7397,null,null,null,null
7398,null,null,null,null
7399,null,null,null,null
7400,null,null,null,null
7401,null,null,null,null
7402,null,null,null,null
7403,null,null,null,null
7404,null,null,null,null
7405,null,null,null,null
7406,null,null,null,null
7407,null,null,null,null
7408,null,null,null,null
7409,null,null,null,null
7410,null,null,null,null
7411,null,null,null,null
7412,null,null,null,null
7413,null,null,null,null
7414,null,null,null,null
7415,null,null,null,null
7416,null,null,null,null
7417,null,null,null,null
7418,null,null,null,null
7419,null,null,null,null
7420,null,null,null,null
7421,null,null,null,null
7422,null,null,null,null
7423,null,null,null,null
7424,null,null,null,null
7425,null,null,null,null
7426,null,null,null,null
7427,null,null,null,null
7428,null,null,null,null
7429,null,null,null,null
7430,null,null,null,null
7431,null,null,null,null
7432,null,null,null,null
7433,null,null,null,null
7434,null,null,null,null
7435,null,null,null,null
7436,null,null,null,null
7437,null,null,null,null
7438,null,null,null,null
7439,null,null,null,null
7440,null,null,null,null
7441,null,null,null,null
7442,null,null,null,null
7443,null,null,null,null
7444,null,null,null,null
7445,null,null,null,null
7446,null,null,null,null
7447,null,null,null,null
7448,null,null,null,null
7449,null,null,null,null
7450,null,null,null,null
7451,null,null,null,null
7452,null,null,null,null
7453,null,null,null,null
7454,null,null,null,null
7455,null,null,null,null
7456,null,null,null,null
7457,null,null,null,null
7458,null,null,null,null
7459,null,null,null,null
7460,null,null,null,null
7461,null,null,null,null
7462,null,null,null,null
7463,null,null,null,null
7464,null,null,null,null
7465,null,null,null,null
7466,null,null,null,null
7467,null,null,null,null
7468,null,null,null,null
7469,null,null,null,null
7470,null,null,null,null
7471,null,null,null,null
7472,null,null,null,null
7473,null,null,null,null
7474,null,null,null,null
7475,null,null,null,null
7476,null,null,null,null
7477,null,null,null,null
7478,null,null,null,null
7479,null,null,null,null
7480,null,null,null,null
7481,null,null,null,null
7482,null,null,null,null
7483,null,null,null,null
7484,null,null,null,null
7485,null,null,null,null
7486,null,null,null,null
7487,null,null,null,null
7488,null,null,null,null
7489,null,null,null,null
7490,null,null,null,null
7491,null,null,null,null
7492,null,null,null,null
7493,null,null,null,null
7494,null,null,null,null
7495,null,null,null,null
7496,null,null,null,null
7497,null,null,null,null
7498,null,null,null,null
7499,null,null,null,null
7500,null,null,null,null
7501,null,null,null,null
7502,null,null,null,null
7503,null,null,null,null
7504,null,null,null,null
7505,null,null,null,null
7506,null,null,null,null
7507,null,null,null,null
7508,null,null,null,null
7509,null,null,null,null
7510,null,null,null,null
7511,null,null,null,null
7512,null,null,null,null
7513,null,null,null,null
7514,null,null,null,null
7515,null,null,null,null
7516,null,null,null,null
7517,null,null,null,null
7518,null,null,null,null
7519,null,null,null,null
7520,null,null,null,null
7521,null,null,null,null
7522,null,null,null,null
7523,null,null,null,null
7524,null,null,null,null
7525,null,null,null,null
7526,null,null,null,null
7527,null,null,null,null
7528,null,null,null,null
7529,null,null,null,null
7530,null,null,null,null
7531,null,null,null,null
7532,null,null,null,null
7533,null,null,null,null
7534,null,null,null,null
7535,null,null,null,null
7536,null,null,null,null
7537,null,null,null,null
7538,null,null,null,null
7539,null,null,null,null
7540,null,null,null,null
7541,null,null,null,null
7542,null,null,null,null
7543,null,null,null,null
7544,null,null,null,null
7545,null,null,null,null
7546,null,null,null,null
7547,null,null,null,null
7548,null,null,null,null
7549,null,null,null,null
7550,null,null,null,null
7551,null,null,null,null
7552,null,null,null,null
7553,null,null,null,null
7554,null,null,null,null
7555,null,null,null,null
7556,null,null,null,null
7557,null,null,null,null
7558,null,null,null,null
7559,null,null,null,null
7560,null,null,null,null
7561,null,null,null,null
7562,null,null,null,null
7563,null,null,null,null
7564,null,null,null,null
7565,null,null,null,null
7566,null,null,null,null
7567,null,null,null,null
7568,null,null,null,null
7569,null,null,null,null
7570,null,null,null,null
7571,null,null,null,null
7572,null,null,null,null
7573,null,null,null,null
7574,null,null,null,null
7575,null,null,null,null
7576,null,null,null,null
7577,null,null,null,null
7578,null,null,null,null
7579,null,null,null,null
7580,null,null,null,null
7581,null,null,null,null
7582,null,null,null,null
7583,null,null,null,null
7584,null,null,null,null
7585,null,null,null,null
7586,null,null,null,null
7587,null,null,null,null
7588,null,null,null,null
7589,null,null,null,null
7590,null,null,null,null
7591,null,null,null,null
7592,null,null,null,null
7593,null,null,null,null
7594,null,null,null,null
7595,null,null,null,null
7596,null,null,null,null
7597,null,null,null,null
7598,null,null,null,null
7599,null,null,null,null
7600,null,null,null,null
7601,null,null,null,null
7602,null,null,null,null
7603,null,null,null,null
7604,null,null,null,null
7605,null,null,null,null
7606,null,null,null,null
7607,null,null,null,null
7608,null,null,null,null
7609,null,null,null,null
7610,null,null,null,null
7611,null,null,null,null
7612,null,null,null,null
7613,null,null,null,null
7614,null,null,null,null
7615,null,null,null,null
7616,null,null,null,null
7617,null,null,null,null
7618,null,null,null,null
7619,null,null,null,null
7620,null,null,null,null
7621,null,null,null,null
7622,null,null,null,null
7623,null,null,null,null
7624,null,null,null,null
7625,null,null,null,null
7626,null,null,null,null
7627,null,null,null,null
7628,null,null,null,null
7629,null,null,null,null
7630,null,null,null,null
7631,null,null,null,null
7632,null,null,null,null
7633,null,null,null,null
7634,null,null,null,null
7635,null,null,null,null
7636,null,null,null,null
7637,null,null,null,null
7638,null,null,null,null
7639,null,null,null,null
7640,null,null,null,null
7641,null,null,null,null
7642,null,null,null,null
7643,null,null,null,null
7644,null,null,null,null
7645,null,null,null,null
7646,null,null,null,null
7647,null,null,null,null
7648,null,null,null,null
7649,null,null,null,null
7650,null,null,null,null
7651,null,null,null,null
7652,null,null,null,null
7653,null,null,null,null
7654,null,null,null,null
7655,null,null,null,null
7656,null,null,null,null
7657,null,null,null,null
7658,null,null,null,null
7659,null,null,null,null
7660,null,null,null,null
7661,null,null,null,null
7662,null,null,null,null
7663,null,null,null,null
7664,null,null,null,null
7665,null,null,null,null
7666,null,null,null,null
7667,null,null,null,null
7668,null,null,null,null
7669,null,null,null,null
7670,null,null,null,null
7671,null,null,null,null
7672,null,null,null,null
7673,null,null,null,null
7674,null,null,null,null
7675,null,null,null,null
7676,null,null,null,null
7677,null,null,null,null
7678,null,null,null,null
7679,null,null,null,null
7680,null,null,null,null
7681,null,null,null,null
7682,null,null,null,null
7683,null,null,null,null
7684,null,null,null,null
7685,null,null,null,null
7686,null,null,null,null
7687,null,null,null,null
7688,null,null,null,null
7689,null,null,null,null
7690,null,null,null,null
7691,null,null,null,null
7692,null,null,null,null
7693,null,null,null,null
7694,null,null,null,null
7695,null,null,null,null
7696,null,null,null,null
7697,null,null,null,null
7698,null,null,null,null
7699,null,null,null,null
7700,null,null,null,null
7701,null,null,null,null
7702,null,null,null,null
7703,null,null,null,null
7704,null,null,null,null
7705,null,null,null,null
7706,null,null,null,null
7707,null,null,null,null
7708,null,null,null,null
7709,null,null,null,null
7710,null,null,null,null
7711,null,null,null,null
7712,null,null,null,null
7713,null,null,null,null
7714,null,null,null,null
7715,null,null,null,null
7716,null,null,null,null
7717,null,null,null,null
7718,null,null,null,null
7719,null,null,null,null
7720,null,null,null,null
7721,null,null,null,null
7722,null,null,null,null
7723,null,null,null,null
7724,null,null,null,null
7725,null,null,null,null
7726,null,null,null,null
7727,null,null,null,null
7728,null,null,null,null
7729,null,null,null,null
7730,null,null,null,null
7731,null,null,null,null
7732,null,null,null,null
7733,null,null,null,null
7734,null,null,null,null
7735,null,null,null,null
7736,null,null,null,null
7737,null,null,null,null
7738,null,null,null,null
7739,null,null,null,null
7740,null,null,null,null
7741,null,null,null,null
7742,null,null,null,null
7743,null,null,null,null
7744,null,null,null,null
7745,null,null,null,null
7746,null,null,null,null
7747,null,null,null,null
7748,null,null,null,null
7749,null,null,null,null
7750,null,null,null,null
7751,null,null,null,null
7752,null,null,null,null
7753,null,null,null,null
7754,null,null,null,null
7755,null,null,null,null
7756,null,null,null,null
7757,null,null,null,null
7758,null,null,null,null
7759,null,null,null,null
7760,null,null,null,null
7761,null,null,null,null
7762,null,null,null,null
7763,null,null,null,null
7764,null,null,null,null
7765,null,null,null,null
7766,null,null,null,null
7767,null,null,null,null
7768,null,null,null,null
7769,null,null,null,null
7770,null,null,null,null
7771,null,null,null,null
7772,null,null,null,null
7773,null,null,null,null
7774,null,null,null,null
7775,null,null,null,null
7776,null,null,null,null
7777,null,null,null,null
7778,null,null,null,null
7779,null,null,null,null
7780,null,null,null,null
7781,null,null,null,null
7782,null,null,null,null
7783,null,null,null,null
7784,null,null,null,null
7785,null,null,null,null
7786,null,null,null,null
7787,null,null,null,null
7788,null,null,null,null
7789,null,null,null,null
7790,null,null,null,null
7791,null,null,null,null
7792,null,null,null,null
7793,null,null,null,null
7794,null,null,null,null
7795,null,null,null,null
7796,null,null,null,null
7797,null,null,null,null
7798,null,null,null,null
7799,null,null,null,null
7800,null,null,null,null
7801,null,null,null,null
7802,null,null,null,null
7803,null,null,null,null
7804,null,null,null,null
7805,null,null,null,null
7806,null,null,null,null
7807,null,null,null,null
7808,null,null,null,null
7809,null,null,null,null
7810,null,null,null,null
7811,null,null,null,null
7812,null,null,null,null
7813,null,null,null,null
7814,null,null,null,null
7815,null,null,null,null
7816,null,null,null,null
7817,null,null,null,null
7818,null,null,null,null
7819,null,null,null,null
7820,null,null,null,null
7821,null,null,null,null
7822,null,null,null,null
7823,null,null,null,null
7824,null,null,null,null
7825,null,null,null,null
7826,null,null,null,null
7827,null,null,null,null
7828,null,null,null,null
7829,null,null,null,null
7830,null,null,null,null
7831,null,null,null,null
7832,null,null,null,null
7833,null,null,null,null
7834,null,null,null,null
7835,null,null,null,null
7836,null,null,null,null
7837,null,null,null,null
7838,null,null,null,null
7839,null,null,null,null
7840,null,null,null,null
7841,null,null,null,null
7842,null,null,null,null
7843,null,null,null,null
7844,null,null,null,null
7845,null,null,null,null
7846,null,null,null,null
7847,null,null,null,null
7848,null,null,null,null
