Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
lightlysteamcracked.propene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13678,轻度蒸汽裂化丙烯单元,gregtech:gt.metaitem.99
lightradox,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@31,轻拉多X单元,gregtech:gt.metaitem.98
liquid ender air,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25121,液态末地空气单元,bartworks:gt.bwMetaGeneratedcell
liquid helium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11500,液氦单元,bartworks:gt.bwMetaGeneratedcell
liquid mana,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@20006,液态魔力单元,bartworks:gt.bwMetaGeneratedcell
liquid stargate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@20009,液态星门单元,bartworks:gt.bwMetaGeneratedcell
liquid_drillingfluid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@5,钻井液单元,gregtech:gt.metaitem.98
liquid_epichlorhydrin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30648,环氧氯丙烷单元,gregtech:gt.metaitem.01
liquid_extra_heavy_oil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30570,极重油单元,gregtech:gt.metaitem.01
liquid_heavy_fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30741,重燃油单元,gregtech:gt.metaitem.01
liquid_heavy_oil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30730,重油单元,gregtech:gt.metaitem.01
liquid_hydricsulfur,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30460,硫化氢单元,gregtech:gt.metaitem.01
liquid_light_fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30740,轻燃油单元,gregtech:gt.metaitem.01
liquid_light_oil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30732,轻油单元,gregtech:gt.metaitem.01
liquid_lpg,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30742,液化石油气单元,gregtech:gt.metaitem.01
liquid_medium_oil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30731,原油单元,gregtech:gt.metaitem.01
liquid_naphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30739,石脑油单元,gregtech:gt.metaitem.01
liquid_nitrationmixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30628,硝酸混酸单元,gregtech:gt.metaitem.01
liquid_sodium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30017,钠单元,gregtech:gt.metaitem.01
liquid_sufluriclight_fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30737,含硫轻燃油单元,gregtech:gt.metaitem.01
liquid_sulfuricheavy_fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30738,含硫重燃油单元,gregtech:gt.metaitem.01
liquid_sulfuricnaphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30736,含硫石脑油单元,gregtech:gt.metaitem.01
liquid_sunshine,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.bucketLiquid_sunshine@0,桶装液态阳光,EnderIO:bucketLiquid_sunshine
liquid_toluene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30647,甲苯单元,gregtech:gt.metaitem.01
liquidair,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30495,液态空气单元,gregtech:gt.metaitem.01
liquidcrystalkevlar,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30774,液晶凯芙拉单元,gregtech:gt.metaitem.01
liquiddna,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.gendustry.liquiddna.bucket@0,液态DNA桶,gendustry:LiquidDNABucket
liquiddna,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.gendustry.liquiddna.can@0,液态DNA罐,gendustry:LiquidDNACan
liquiddna,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@15,液态DNA魔力胶囊,MagicBees:capsule.magic
liquiddna,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@16,液态DNA单元,gregtech:gt.metaitem.98
liquiddna,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@15,液态DNA虚空胶囊,MagicBees:capsule.void
liquidmethane,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.MethaneBucket@0,液态甲烷桶,GalaxySpace:item.MethaneBucket
liquidnitrogen,1000,1xitem.misc@8,玻璃罐,Genetics:misc,1xitem.containerCylinder@66,液氮玻璃罐,BinnieCore:containerCylinder
liquidnitrogen,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@14,液氮魔力胶囊,MagicBees:capsule.magic
liquidnitrogen,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.containerGlass@66,液氮瓶,BinnieCore:containerGlass
liquidnitrogen,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@14,液氮虚空胶囊,MagicBees:capsule.void
liquidnitrogen,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.containerBucket@66,液氮桶,BinnieCore:containerBucket
liquidnitrogen,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.containerRefractory@66,液氮耐火胶囊,BinnieCore:containerRefractory
liquidnitrogen,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.containerCapsule@66,液氮胶囊,BinnieCore:containerCapsule
liquidnitrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30494,液氮单元,gregtech:gt.metaitem.01
liquidnitrogen,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.containerCan@66,液氮胶囊,BinnieCore:containerCan
liquidnitrogen,1000,1xitem.oilCanisterPartial@1001,空罐,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLN2@1,灌装液态氮(满),GalacticraftMars:item.canisterPartialLN2
liquidoxygen,1000,1xitem.oilCanisterPartial@1001,空罐,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@1,罐装液态氧(满),GalacticraftMars:item.canisterPartialLOX
liquidoxygen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30493,液氧单元,gregtech:gt.metaitem.01
liquidresin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.liquidresin@0,液态树脂单元,miscutils:liquidresin
lithiumhydroxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@20,氢氧化锂单元,IC2:itemCellEmpty
low quality naquadah emulsion,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10056,低纯硅岩乳液单元,bartworks:gt.bwMetaGeneratedcell
low quality naquadah solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10058,低纯硅岩溶液单元,bartworks:gt.bwMetaGeneratedcell
low quality naquadria sulphate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10077,低纯硫酸超能硅岩单元,bartworks:gt.bwMetaGeneratedcell
lubricant,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30724,润滑油单元,gregtech:gt.metaitem.01
lumium.molten,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@27,桶装熔融流明,TConstruct:buckets
lutetium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11445,氯化镥浓缩液单元,bartworks:gt.bwMetaGeneratedcell
lutetium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11429,镥萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
maleic anhydride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25039,顺丁烯二酸酐单元,bartworks:gt.bwMetaGeneratedcell
manyullyn.molten,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@9,桶装熔融玛玉灵,TConstruct:buckets
manyullyn.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@9,黏土桶(熔融玛玉灵),IguanaTweaksTConstruct:clayBucketsTinkers
mcguffium,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.01@32765,麦高芬239,gregtech:gt.metaitem.01
mcguffium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30999,麦高芬239单元,gregtech:gt.metaitem.01
mead,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.for.canMead@0,蜂蜜陈酿罐,Forestry:canMead
mead,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.for.bucketMead@0,蜂蜜陈酿桶,Forestry:bucketMead
mead,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.for.waxCapsuleMead@0,蜂蜜陈酿胶囊,Forestry:waxCapsuleMead
mead,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.for.refractoryMead@0,蜂蜜陈酿胶囊,Forestry:refractoryMead
mead,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.for.beverage@2,蜂蜜陈酿,Forestry:beverage
meatextract,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@33,Meat Extract Cell,gregtech:gt.metaitem.98
melonjuice,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.adventurebackpack:melonJuiceBottle@0,西瓜汁,adventurebackpack:melonJuiceBottle
mercury,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30087,汞单元,gregtech:gt.metaitem.01
methane,1000,1xitem.oilCanisterPartial@1001,空罐,GalacticraftCore:item.oilCanisterPartial,1xitem.methaneCanisterPartial@1,甲烷气体罐(满),GalacticraftMars:item.methaneCanisterPartial
methane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30715,甲烷单元,gregtech:gt.metaitem.01
methanol,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30673,甲醇单元,gregtech:gt.metaitem.01
methylacetate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30681,乙酸甲酯单元,gregtech:gt.metaitem.01
methylamine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30778,甲胺单元,gregtech:gt.metaitem.01
milk,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.milk@0,牛奶桶,minecraft:milk_bucket
milk,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@11,牛奶魔力胶囊,MagicBees:capsule.magic
milk,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30885,牛奶单元,gregtech:gt.metaitem.01
milk,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@11,牛奶虚空胶囊,MagicBees:capsule.void
milk,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32136,牛奶,gregtech:gt.metaitem.02
milk,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket.Milk@0,黏土桶(牛奶),IguanaTweaksTConstruct:clayBucketMilk
mithril.molten,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@29,桶装熔融蕴魔金属,TConstruct:buckets
mixed uranium fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25127,混合铀燃料单元,bartworks:gt.bwMetaGeneratedcell
mixture pineoil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25122,松油混合物单元,bartworks:gt.bwMetaGeneratedcell
mobessence,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.mobessence@0,怪物精华液单元,miscutils:mobessence
moderatelyhydrocracked.butadiene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11646,中度加氢裂化丁二烯单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.butane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11644,中度加氢裂化丁烷单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.butene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11645,中度加氢裂化丁烯单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.ethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11642,中度加氢裂化乙烷单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.ethylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11677,中度加氢裂化乙烯单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.gas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11735,中度加氢裂化炼油气单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.heavyfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11741,中度加氢裂化重燃油单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.lightfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11740,中度加氢裂化轻燃油单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.naphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11739,中度加氢裂化石脑油单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.propane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11643,中度加氢裂化丙烷单元,gregtech:gt.metaitem.99
moderatelyhydrocracked.propene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@11678,中度加氢裂化丙烯单元,gregtech:gt.metaitem.99
moderatelysteamcracked.butadiene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14646,中度蒸汽裂化丁二烯单元,gregtech:gt.metaitem.99
moderatelysteamcracked.butane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14644,中度蒸汽裂化丁烷单元,gregtech:gt.metaitem.99
moderatelysteamcracked.butene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14645,中度蒸汽裂化丁烯单元,gregtech:gt.metaitem.99
moderatelysteamcracked.ethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14642,中度蒸汽裂化乙烷单元,gregtech:gt.metaitem.99
moderatelysteamcracked.ethylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14677,中度蒸汽裂化乙烯单元,gregtech:gt.metaitem.99
moderatelysteamcracked.gas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14735,中度蒸汽裂化炼油气单元,gregtech:gt.metaitem.99
moderatelysteamcracked.heavyfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14741,中度蒸汽裂化重燃油单元,gregtech:gt.metaitem.99
moderatelysteamcracked.lightfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14740,中度蒸汽裂化轻燃油单元,gregtech:gt.metaitem.99
moderatelysteamcracked.naphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14739,中度蒸汽裂化石脑油单元,gregtech:gt.metaitem.99
moderatelysteamcracked.propane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14643,中度蒸汽裂化丙烷单元,gregtech:gt.metaitem.99
moderatelysteamcracked.propene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@14678,中度蒸汽裂化丙烯单元,gregtech:gt.metaitem.99
molten.abyssalalloy,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellAbyssalAlloy@0,深渊合金单元,miscutils:itemCellAbyssalAlloy
molten.aceticanhydride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellAceticAnhydride@0,乙酸酐单元,miscutils:itemCellAceticAnhydride
molten.acrylonitrile butadiene styrene,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25024,熔融ABS塑料单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.actinium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25073,熔融锕单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.adamantium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@319,熔融精金单元,gregtech:gt.metaitem.99
molten.adamantium alloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10085,熔融精金合金单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.ademic steel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@96,熔融阿岱姆钢单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.advancednitinol,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellAdvancedNitinol@0,高级镍钛诺单元,miscutils:itemCellAdvancedNitinol
molten.alduorite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@485,熔融神秘蓝金单元,gregtech:gt.metaitem.99
molten.aluminium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@19,熔融铝单元,gregtech:gt.metaitem.99
molten.alumite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@400,熔融锌曜钢单元,gregtech:gt.metaitem.99
molten.americium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@103,熔融镅单元,gregtech:gt.metaitem.99
molten.ammonium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellAmmonium@0,铵单元,miscutils:itemCellAmmonium
molten.ammoniumbifluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellAmmoniumBifluoride@0,氟化氢铵单元,miscutils:itemCellAmmoniumBifluoride
molten.ammoniumtetrafluoroberyllate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellAmmoniumTetrafluoroberyllate@0,氟铍酸铵单元,miscutils:itemCellAmmoniumTetrafluoroberyllate
molten.annealedcopper,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@345,熔融退火铜单元,gregtech:gt.metaitem.99
molten.antimony,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@58,熔融锑单元,gregtech:gt.metaitem.99
molten.arcanite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellArcanite@0,奥金单元,miscutils:itemCellArcanite
molten.arceusalloy2b,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellArceusAlloy2B@0,阿尔宙斯合金2B单元,miscutils:itemCellArceusAlloy2B
molten.ardite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@382,熔融阿迪特单元,gregtech:gt.metaitem.99
molten.arsenic,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@39,熔融砷单元,gregtech:gt.metaitem.99
molten.artherium-sn,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10102,熔融阿瑟锡单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.astatine,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25086,熔融砹单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.astralsilver,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@333,熔融星辰银单元,gregtech:gt.metaitem.99
molten.astraltitanium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellAstralTitanium@0,星体钛单元,miscutils:itemCellAstralTitanium
molten.atomic separation catalyst,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10022,熔融原子分离催化剂单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.babbitalloy,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBabbitAlloy@0,巴氏合金单元,miscutils:itemCellBabbitAlloy
molten.barium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@63,熔融钡单元,gregtech:gt.metaitem.99
molten.bartimaeusnek,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@43,熔融BArTiMaEuSNeK单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.batteryalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@315,熔融电池合金单元,gregtech:gt.metaitem.99
molten.bedrockium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@395,熔融基岩单元,gregtech:gt.metaitem.99
molten.berkelium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25089,熔融锫单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.beryllium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@8,熔融铍单元,gregtech:gt.metaitem.99
molten.berylliumfluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBerylliumFluoride@0,氟化铍单元,miscutils:itemCellBerylliumFluoride
molten.berylliumhydroxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBerylliumHydroxide@0,氢氧化铍单元,miscutils:itemCellBerylliumHydroxide
molten.bismuth,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@90,熔融铋单元,gregtech:gt.metaitem.99
molten.bismuthbronze,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@353,熔融铋青铜单元,gregtech:gt.metaitem.99
molten.bisphenol_a,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30669,双酚A单元,gregtech:gt.metaitem.01
molten.blackbronze,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@352,熔融黑青铜单元,gregtech:gt.metaitem.99
molten.blackdwarfmatter,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@586,熔融黑矮星物质单元,gregtech:gt.metaitem.99
molten.blackmetal,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBlackMetal@0,黑物质单元,miscutils:itemCellBlackMetal
molten.blackplutonium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@388,熔融黑钚单元,gregtech:gt.metaitem.99
molten.blacksteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@334,熔融黑钢单元,gregtech:gt.metaitem.99
molten.blacktitanium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBlackTitanium@0,黑钛单元,miscutils:itemCellBlackTitanium
molten.blaze,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@801,熔融烈焰单元,gregtech:gt.metaitem.99
molten.bloodinfusediron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@977,熔融注血铁单元,gregtech:gt.metaitem.99
molten.bloodsteel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBloodSteel@0,血钢单元,miscutils:itemCellBloodSteel
